0;011100,11,1010010,11,000100,0001,010,01,1000010,01001
1;11000,1001100
0;0010100,01,10,01011,0101001,10,111,101100
0;0000010,101100,001,0101,0,11010
0;0000,001011,11000,10010,101011,00101,001110,0111011,01
0;1100,01,1,1000101,100110,1,1100001
1;010
0;0,10111,0010,1110,1000,1001,0100110
1;00101,1011010,0011011,0000,111100
1;1111,00001,010,1010,110001,110100,110011
0;1,000,100111,1101000,0
1;00011,1000,1011101,100010,110011,001011
1;1011011
0;0001,0011110,001001,010000,10,01011,11,0001001
1;0110101,11111,1000010,01100,11000,11010
0;10001,110,100,0,000010,111,101,001000,00
0;0010001,0,1111110,1010101,10100,1
0;010,00,111,010111,0,1
1;0001,1010,1011110
0;0100,1,10,101,0100,01100,10,0101,01
1;1001101,111,0011
1;101,1111000,0110111,11111,0000
1;0111,0111110,0011
0;00,01110,0,1,01101,0110,101,01010,110101
0;000011,10,10,1111,11
0;011011,1101,1,1010,0
1;00101
0;001,001,110100,111010,101,001,0000,0
0;1111,101011,01001,11,01,101,0,00001,0000111
1;1011
1;011010
0;01,1011111,1001101,1,00,10,1,0110011,010010,110
0;1000000,110010,1000111,111001,101,01,1100
0;10,101,0,0100
1;1,011,00101
0;0100,1000,11000,11101,01,100
1;01,101,001111,01,0101100,001110,01,11
0;011001,10110,11,0101100,0011110,011001,111,0
0;0,1000100,1101010,1010100,0,001,1000
0;00010,110,1,00,0,010010
1;1,01111
1;00,1011,11,010,110101
1;10000,0110,00000,1001,1110000,0001000,0010,0011011
0;001,11011,0,11111,000,011,01
1;1,10011,00001
0;01,000,1110,11,1010100,1000,00000,110100,011111,01101
1;1011010,111110
0;01,0011,0111111,1000,101,11000,00,01111,1
1;01101
0;00101,011,00,000000,0,00110,10
0;10110,0010,10011,0010000,1101011,010,01011,010010
0;0001,010,001,00,1011010,110,01110,01
1;001
1;001010,1100110,01
0;10010,0010,0,010000,00001,110000,1100011,0
1;1,1001110,01
1;10001,0001010,0000000,10001,01100,0010101,11011
0;11010,1111100,1110,101,01,0000,10110,1000,111100
0;10,110,1101,10,0101,110000
1;1011,0000,100011,1,010,010
0;10,0000,00,11,0,111,10010
1;1010
0;1111,1101,1,0101000,10111
0;00010,0100,01,011,01001,11001,110,1101
0;110,001,0,1,01110,00,011,1010,01111
0;00,1000000,10110,00,0010,00,1,11
1;1,0001100,10,001010
0;10000,11,100,1
0;011,00011,111111,1100,0001110,0110,1011,01,00101
1;1101110,011
0;0010011,0,0,0111,10,01,00101,10100,11101,010
0;101101,00,01,01011,100,0111101
1;0,11
1;1011000,0100011,01,0
0;1011,111101,10,1,00,1000,0010,1001,101,100010
1;1000,01,0001,0000010
0;01011,110,0010,10,10111,1,1111111,110010
0;101001,101110,101,0,10110,11101,101,100000,1010,1111000
0;01,1,1101,011000,111,100,101,1000000
1;01,1100101
1;01,10
1;10100,0110101,0100001,00,001010
0;1,01011,010,1,0,1010,111,101101,111,0001
0;1101,000,0,11100,011,101
1;100,011,111,0110
1;1,110000,10100
0;111101,0,101011,011,1,0110111
1;0100001
0;0001,111111,0,1100110,10001,00,110110,01001
1;101111,000
1;0000,01110
1;0111011,001110,0000
0;011001,0001111,10,1110111,111001,0000011,01,0110111,1010000
1;10011,10010,010001
0;10,111,100111,00,1011,1001001
0;10101,111011,1011110,0000,01,10,01000,111
0;1,010100,11011,00111,10,100001
1;11,001011,101,01101,001011,001110
1;10111,1010
1;110,1110000
1;011101,0011001
1;01110,0000001,010,01100,110000,10
0;01100,01000,0001,1,0001,0011,00100,00
1;0100,001
0;0111100,100000,100101,0101101,00101,0110010,00,10101,0010000
1;110,0
0;00,0000,1100100
0;00,101100,000,010,111011,11,1001110
0;010,000,1,0,111100,0110100,10101,00,000
1;10,0
0;01,11100,0011,10110,10001,011,0110000,11
1;10,01110,011101,01,01000,1111,1000100
1;100101,011,11010,0
1;10000,0100010,1000,101001
1;0100000
1;00,001
0;11111,0000110,111,11,0001,1110111,00001,0010,010,101
1;101001,00,0110100
1;100010,000000,100,11
0;11011,10,0,1011001,0000
1;010,1110001,0100
1;01,1101001,111,1110
0;011100,0,11,101101,0000000,000000,0,00110
0;11111,11,01001
1;0
0;101101,111010,11,0001011,10,0,10101,101,0000010,1
0;1001,1011,10,010011,11,1,010
0;11000,11,1001,1
0;101111,00100,000,110111,10101,0010101,0,110001
0;0,101101,01001,1110,101001,10,0,10,1001
1;01010,01010,0100110,001,1000,01111,00000,0001,1000011
0;0,0,00,0010,111,10,0011100,1100,010011
1;1110,00
0;11,0,111001,10,1011111,0,010010,1010101,0110110,100101
0;001,1110010,010,0,011101,101
0;010,0000,0110011,1001,1001010,1,010101,0000
0;101,0111111,1
0;111111,110,00000,1111
1;11000,010,0000000,11010,01100,01101
0;010110,0100,10,110,110010,00101,0,110100
0;0111111,01110,011000,0,111001,11,101010,1101
0;110,01,111,010010,01,1100001,100101,0,10101
0;1,0010001,010,11,110111,1,0,0011111,110011,00011
0;101,011011,011,01,1001101,01
0;1001010,0101100,0011100,01,0011,1,10000,00101,1111,01001
0;00100,101101,10,11001,100,000011,01,11,0100,010001
0;11,111100,10,001,10,01011,1101101
1;1,1000100,11010,0110000,11000
0;0000,1101111,111,1,1
0;0100,0,0001101,010,11110,001101
0;0,11010,0110,11,1001
1;11,1010101,01011,00111,0001
1;0101001,101,01011,0011110,110,10000,00100
1;0100
0;0,011,00,010,1010
1;01010,011
1;1000110,000,001,0001
0;0,0011,11,00,0101011,0,0
0;01110,1,011,1000,10100,111,000101,10,1001
0;1,0101110,11,110001,111,1
0;101,0010,1100111,100,1111001,01100,1100,11
1;0,011,1011,010
0;0001001,10100,01,0,1000000,11111,00,00001,0
1;100,10001,00000,001100,010001,1111
0;0,1,00001,101111,000,0,0010101
0;10,01,001,0,1,1001,0110,01101,110101
0;1010111,01,100,110,110101,0100000,111001,001
1;111,0,0,100
1;0011,101,10010,01000,01011
1;10100,1010,100110,0111011,00001
0;0101,00,10100,00,01111,001001,0001111,11111
1;1011101,011010,01,000001,01,101100,11
0;101111,100011,00101,10,0111,1,10101,00,11010
0;00011,0111,1100,1111,000100,10,1011110
1;1,0011,01
0;100111,10111,001,1,00,1101
0;00,01,00,0010101,11111,1010,01000,10
0;1101,10,111001,101011,0,01
1;0110,010000
1;001,1101010,0001,100
0;0,110000,000111,1,0,011001,110,1101000,1100011,111010
1;100101,001,00100,001110
0;0,11010,0101111,1100,0,1
0;0,100,00101,001,0,1010,001
1;01,00,1011101,1000,11
1;1001,0000011,000110,101,111110,0011111,10111
0;10110,011,00010,11011,0,11100,11
0;110111,0010000,0,001,1101,10010,110000,000,0111,1011
1;001
0;1,11010,0,01,11011,111,101,001010
1;1010100,0,110010,0001010,0,00010
1;1101101,1,1111000,100,1,1110,1
0;01,010101,00011,000,001101,000000,001,010001,0010111,1100
0;0,111,010011,11,110,0,000,0,1101010,00101
0;00100,11,1001101,01,0110111,1,1101,0,1100
1;010101,1011,000010,0010,000,1101011,11
1;111001,11,0,010
0;1,111,1110100,11000,01111,100100,0001101,0,011
1;0000
0;011,1,001,0,0,11,10,101,000
1;0,010,0
1;11,1100
0;1,01,1010000,0110,1100000,11111,1000,10100
1;001,10,10111
1;1001101,101
0;11001,1001,10,010,1000,1111010,0111110,1110100,000001
0;1,00,00,010100,0100,1,01,110101,000000
1;000,0100110,011101
1;1
1;10011,0
1;101,0111,0100,1000010,0110101,0111001,1101011,10000,1101011,101
0;00,110,1011,0,11011,10100,010
0;11100,010001,00100,1001,100010,0,1,110001
0;1000110,110100,101110,010111,010,00,0010,110,0011,11
1;1,00
0;10,0110,01100,011010,01,1011,0
1;000,0000100,1010010,1010,1001,0011
0;0111,11,1,01,0101111,100
1;101011
1;001,11001
1;01111
1;10,1
1;01111,0010,111,011110,11000,0011011,111
0;0000110,0010,0,001111,00011
0;111101,01,0001000,010,1,110000,00100
1;1,11001
1;0100
0;10,0011,10101,1,101,110001,110101,01,1110
0;1110011,001,01010,0101011,11,01000
0;110101,00,0,0101,111110,10,11100,10111
0;1100110,1,1,10100,011001,1100011,0,000011,01111,1101100
1;1010011,1001,1110
1;00000
1;01000
0;1010,1011,1111100,1011,101,00011,0011,100101,1001001
0;0,11100,1111000,010,00010,0,0,0000,1001
1;111,110111,001010,11101,001111,11100
1;1,01101,0001000,0111011,1001,0010001,010000
0;00,101110,001010,10000,1,0110,110101,1100
1;10000
1;0111,001001,0011,0001011,1001110,11
0;0001,0,1,1001
0;0,101,0001111,1010,10001,111,1100,0
0;111,01111,01011,1110,0,0
1;010
0;01,1000,1000011,111,1100,110010,0101101,111,11
1;00111,0011,010000,101,11000,10110,10111,100
1;00,101,0110,100,1110011
1;01111,1010,0110,000111
0;01000,0100,1,110110,011,010000,1000
0;1010,10,0011101,011011,0101,111011,01110
0;10000,1,1111010,101,1110100,1101011,111111,001,01011
0;0100100,0101,1,01101,100101,010,1100111
1;11110,11110,0010110
1;01,1,100100
1;100100,1001110
1;110000,111110,1110011,0010,1
0;00,1,0,1,10110
1;010,0000111
1;111,1001,0111111
1;0110
1;000111
0;01101,11,10111,1,01,000110,0100001
1;010000,1110,00,110
0;0111011,10010,1110,10,010,00001,01101,0,11,0101
1;01,110
1;0010011,101101
0;00000,111101,11000,01,010,101,1111110,010001
1;0101
1;10,1
0;11,011,0111011,111
1;1110110,10,00101
1;10011,10,1001010
0;010111,11,0,0000011,0,1000,11011,10110
1;1011101,11,1101,00110
0;0111110,11011,011,100,1,011,01110
1;0001,1011100
1;001110,111,10100,011000,01011,0011001,0111110,100,1010110
0;1,111100,11000,1,0011010,1010,01
1;1110,10,0,0101111,1110
0;0,01110,11,0011011,0
0;1000,000,101,00,1111100,1,0111011,001011,110,100101
0;011000,01000,0,01,1001,0111,000
0;1,00,001,0001,0
0;011011,0010,100,1101100,101,10
0;00,1,0010110,1000011,0100110,1,0,00001
0;1011,10,1101,00,1,000,110010,111
0;1010,11001,1,0000,0,101010,11111,1000
0;0001010,0,001,0000,1
1;000
0;0010111,0010,1010000,00100,1,10111,0000,01,0110
0;1011,0,100,0100,0100,0000,10,1010001
1;1,000,001011,01000
1;1111
0;001101,1101110,1,001111,1111,1,01011,110,111011
0;1101,1110000,1,0111011,10110,0001,01101
0;11,1011,1010,10,11,00,1000011,100,00111,10
1;110110,1001010,1000,00101,1100110
0;1011000,10011,00,1,000001,100100,1000011,111,000,110101
0;101111,00,0101,100,01,00
1;0001
1;1111000
1;1100,000111,111
1;101000,1110,001101,10,100,1000000,10,010101
0;000,1010,1,0110001,01100,11,0010,1000,0110,11011
1;0101
0;100,1111001,00,1,0100000,0111,00001,11101
0;00,001001,0000,10
0;1,001101,0,101111,1001001,010111
0;0001,1010001,1,01010,11000,0,010
1;1100110,100,1001,10011
0;1,10,111111,001110,10101,1,0100011,11111
0;0101000,10001,10100,11,0111,1,0101
0;0000010,1,11
1;1110,0010,010010,1110010,0011,11
0;1111110,100011,0,01,001101,110,101110,1,0010,00
0;11110,10,10,1010001,1110101,1010001,000000,1
0;111,01110,1110,1011110,1101,100100,00101,1001
1;1
0;01,10101,1011000,0101,11110
0;1,0001101,0,000010,1010,100100
1;110,11
0;1011100,110001,0011110,1,100,1100011,1,010,00111,00011
0;001,1101,11111,11,11,01010,0100100,011,01
1;011,011
0;0,10,1,100
0;1,010,010,1,011101,0,00011
0;10101,00,10,0111000,11,10011,10100,0001,111,000
1;001,110100,001,10011,110010
0;0100001,0010011,001,1,10,0,110,001010,00,0000100
1;111
1;0110010
0;101,10,00010,1000,101,100
1;1110001,000110,10110,0101,10100,110
1;1001101,101,110111,000001,11,010000
1;1100,010
1;010
0;0001,1001110,1000,100101,0,1011101,011,1100,10
0;10,11,01000,10,1
0;111110,000,0
0;010100,0,10000,101
0;10,00110,101,101,000,0100,1,0100,111100,1
0;1111,0,0001,001,1001101
1;1110,101010,1001,010,010100,11000,0101011,11100
1;11,00010,0
0;0110011,11100,110,10,11,10101,1,11,1011,0
1;010011
1;01,011000,011111
1;1101110,100001
0;010100,1100,00,0011,01,01111
0;00100,0,10110,1011000,1011,001001,00,101
0;1,1010,000000,111,1,1000,1001
0;00,011110,100,1001101,01,0101,0001,110,10,0010110
0;0011,111,1110001,10000,0111,0
0;11001,1000,00,0000,1,001111,01001,000000,0
0;11,011,011,0,0100100,1111101,01,1101,1
0;0001100,011010,1001,1,0101,1100000,10,10,110
0;011010,1,1,0100,010,00100,1,110100
1;0101010,000100
0;1,1010,011,010,101,1110011
1;1110,0010,0101,10101,00000,10101
0;1,11110,000,101,110,11,0000,1001,111111
1;0
0;0,0101,01000,1101010,10,11100,100000,0101010
0;0,0110101,011010,001111,000,0001,0,00,1,0010
1;1001111,1000,11,000
1;010010,011,011,110,010000
0;011,0111011,0011,10000,0,0011011,10,11,10
1;01101,0011111,001000
1;00,011,1101011,111111
1;0111,101000,00011
0;0010,1111000,10000,01,11,1000,0111011,001,11,011111
1;1001101,0
1;01
0;000111,1,1010,0,00111
1;1010,001010,01,001101,1010001,1110000,01110
1;00111,0111101,11110,0100000
1;11,1010
1;00001
0;01,01,1,11,00001,000101
1;1000,1011001,1110101,100100,1
1;11011
0;01,0,010,10,01,010,10010
0;0110,0,1011101,0101100,110110,101101,00
0;0011,00101,11,10111,1,100111,01111,11000
1;1100,0011011
1;00,0010111,11,100000,1101
0;0,00,0001110,0011000,1011,010,011
0;011,00010,0,0100
0;01011,11010,10,100010,101,01111,1,101101,0101011
1;1,1000110,1101,010
1;001000,11
1;01,0110,110000,11011,001
0;0,10100,000,01,0011100
0;1,11
0;1110,0001,00,10,11,11,01,1,00,1110110
0;1,1,11,10,111,01100,011
0;0101110,001111,00110,11,0,010010,1011,100
0;1,0000000,1101,0,1
1;101100,00111
0;1100,1101011,1,011,010,10,0000011,110,011,0010
0;0100,11110,0000001,01,00110,1110,001,110,0111,11
0;1101100,001,1110011,1010111,111100,111011,100,11
0;1000000,1111,10,00000,011,1011000,11
0;1100011,1,0,000101,01,0010,101,0101,00,00
0;0011101,000,011111,101,1011110,01100,01,00
1;101,100010,1000011
1;00
1;1001
1;0101111,100,101
1;11010,01,101,1001
1;1
1;001
0;0011101,0010111,101,101100,111000,1,0100001,101001
0;0,10100,10,111000,0,11100,101110,001
0;1,0,0100101,110101,11010,0001100,00,0000,110,010
1;11,00,10100
1;0100010
0;0000101,1,1111000,11,001000,1,10010,10,01,0101000
1;00,0101100,01,101101
0;0010110,1010011,10011,11111,00,0100110,001,0,11
0;1110010,0100100,0,001010,10,010001,00001
0;110,11000,0110,1111,0100,0010011,101011,11
1;111110,0,001110
0;11,00000,111,01011,001000,1100000,110000,0
0;0,1010101,1,00111,0011,01
0;1110,00101,0,11,101,0,01,1011100,00001
0;011,0,110,010010,0001
0;0101,00,00100,11001,1011,01,1,1100101,1101
0;0000111,1,0111,0010010,1111,0001001
1;0110101,11110,1111110,0000011
0;101010,0,11101,1,01,1110,11000
1;00,0010010,1
1;101101,0101001
1;011000,1111010,0001010,010010,1101,00010,0011,0100,1111111,1010010
0;1010101,0,010111,011010,01
0;1111,0001,00,001,000100,00011,100
1;0101,11,1000,010,1011100
0;01101,01101,1,10,100110,11110,1100,1
1;10111
0;1001111,0000,01,101111,1011,1111101,000,1011
0;1111001,11,100,00,0011,1111111,011,10111,0100101,001
0;110,100011,111001,0,010100,1100,1,010,0
1;0,100000,0,010001,1110,0101,01100
0;10011,101100,001100,0001001,0011,0010000,0,0101,001110
0;0000111,10110,0,011110,100,1000,0,00
0;1,0100,11110,0101,01,11010,101,0011,1000111,110010
1;011,11100,110,01101
1;1011
0;00,101,1101,0100010,0000001,01
0;10000,010,011001,1,11,00,00001
1;11,100,111100,01011
0;101111,0111,1
0;111,0,00111,0,011010
0;1101,1100111,10,01110,00101,1101001,0100,100110
0;0,110111,0010,100
1;0110,01110,100
0;101,0111011,110101,111,00100,0111101,111100,000101,1001011,1
1;1111,011010,1010010
1;0011,10011,0110001,1010,100010,001110
0;0000001,01,1,10,0101010,1000,010010,0010,1,10
0;10,0010,010110,0,1,100100,0011,01,0000
1;100,1,00001,010
0;000000,00,1011
0;1,0001,000,001,11010,01,1000,1010,1110110
1;0001001,10101,1000011,00001,00
0;1,1,010,011,010111
0;1110000,1,0100,10,0101,0,011111,1011000,0010010
1;1111,100,0011,00,101,01
0;0,001,10111,0100100,0011000,11,0,1001,010,100
0;0010001,11110,0000,010100,11,1101,1111111,00,101111,0110110
0;1,0110,0011,00,1111,1
0;1010000,0,101101,0111000,0101,0101011
0;101000,111,1,000010,10,111,0,111000
1;00
0;100100,010110,0,010011,1100,0010100,10010,0,11011
0;010,1110010,1,0
1;010,0,001011
0;00100,0,001111,001,0110001
0;110,10100,0011,1
1;0,11
0;0101,1100110,1010,001,0111010,1111,10,1,10,0101010
1;1111,0000001,011010
1;00
1;111,011000,01,1010
1;11,0111010,011,10010,010110
0;1,111,001,0,0
0;11,010,1101,0010,1110,10,1010110,01001,101,000111
0;0001,001,0,01
0;00,1000011,101000,1101110,1,001000,110,00111
0;110000,0010,0101,0000010,1101,110,11010,1111,0,1100010
1;10,10100
1;0110010,111,100001,00000
1;0101,0011,001,111,100
0;0010,11,101110,0,00,00,0101
1;000,1100101,100
1;00,1
0;01,1,0101,011,01
1;101
1;1
0;011,0,1110010,11010,001,00,010100,11111
1;001000,0111,1101,110010,0010010,00001,111
1;1011011,01
1;0
1;00000
0;000100,0,1010111,1,0001,11
1;10100,0111,011
0;0010,01,10001,11,0101,1100001,11110,0110,0000100,1010
0;0,0100,0000110,10100,001001,100,00,1,1100,110100
0;0010,0,0011,1010,1,11100,11,010001
1;01000,1101000
1;101100,010111
0;10,11110,10,1011111,10,0,001010,1010111,111000,1011
1;1110,01,0000101
0;10,1,000100,1,00,01,000111,0,101100,0
0;0,00100,001111,0,1010000,01,010,1,1,000111
1;10101,0011000
0;000,00,1101,00011,0,1,0100
0;0,1011010,10000,10001,1101,10110,11,0101,1101100
0;0,11,0001,111101,111,1110,01,010101
0;110,00,01101,001111,10101,1101,00,0001,11
0;111,1
1;10,0011
0;00,001110,001111,0111100,11,0000,11010
1;101001,101
1;1000,11111,10,100,110
1;010111,110,010111,010,11
1;00111
0;110,11,011,1011000,101100
0;0010000,0101000,0110,1,10,0,1101110,110
1;1011,1010
0;110,11,00111,0
0;1,111,100101,1
0;1110100,011,1100110,00,10,1,00,11001,0
0;1,1,0,10,100,01,0001,0110
1;0111,00,1100,100,01100
1;100110
0;11100,1000100,1100,0,100
0;1000,0101111,1,00011,0,1010,0010101,00010
0;1,11,1100,110011,0,1101011,11001,000110,10110
0;10110,0,001,0011,00000
0;10000,00101,0000111,1,0010,010001,1001011,111
1;1111,0011,000001,000,10,011101
0;1110000,1,1110001,11,0100,11011,0100001,1111011,0010001
1;1
1;1101,001011,1011
0;0,0000,0100111
1;100,0100,001111,1111
0;001111,1001,1101,11,00001,1010100,11001,0000,0010101,010
0;10,1000,110111,11101,0011111,101,0100011,1111,000,10
0;111100,101001,0,1,10110,1110111,100,0,110
1;00
0;011100,00,1,1101
0;0,01,10,000,101011,11,10110
0;000,0001100,1111010,1,101,1001,1110,10
0;100,000,11010,01000,1000,001
0;0010110,1,0,11
1;0101111
1;000,001110,1
1;10100
0;11,1110,00,11011,1101000,1001,1
1;0,1000,100101
1;00,10,01
0;11,0101010,1110011,010101,01101,1111,01,1000
1;0100,100,011
0;00000,01,1001,0111,10110,00011,1111,101,0110100,0
0;001110,11,0010110,0011,110001,1110110,00,1011
1;10010,1001,10
1;11100,1
1;10,10,000,000,10011,0000001
0;11,0,11011
1;111000
0;1111010,00111,110,010010,101,0,001100
1;00101
0;1,1100000,0
0;100,1101011,01,1100,0001000,101,0111011,0
0;00010,110,00,1011,110,11,1,01010,10,11
0;01000,10,01,110,1,0,11110,001001,00
0;10100,100101,1011111,00,0001,100,00,010,1111
1;010,101010
0;00,0001,11,0110,10,11111
0;001000,010011,011111,101000,01,1,0,11,11001,0101001
1;101,01000,10100
0;010,101110,10,11100,010,11010,11010,111111,010
1;100111,11,11100
1;100011,0011,10111
1;0010,101
0;10,0101,11,00,000,11,010,011
1;1001101,01
1;00
1;01110,110111,01100
1;00
1;0101101
0;001010,00000,1,0011,1001110,0011010,0,1110,00110
0;100,010101,00,10
0;10100,000,0,0010111,1010,110,0001,0111010,11,001
1;011111,1,00
1;010,010,010,111010
0;0001,11101,1,11
0;1,01,100101,0000001,10010,1100100,110,01
0;001,111,0000001,0,000,1010,01101,000,0110100
0;0111,1111110,11001,001,01,0,01111,111100,1111
1;00010,01,00000,1100001
1;110100,10010
0;001001,1,0,001
0;1000,0001010,1000,1,10111,11100,01000,0
1;0101,10
0;111,0110,0000,1011110,11,10111,010
1;1110,01000,11,10001
0;101110,11011,0001,101101,010100,1,1010,01011,00100,1010
0;11,0101010,0011,100,0111011,11111,100111,001100
0;0,1,1000,0010111,01011,000,1000,0,1,01
1;11,10
1;10100,011100,1111,1111110,00,1110010,101000,0110,010
1;110011,0001,110
1;111010,100010,101
0;001111,1011,001,110000,11100,001,011,001110,0
1;0111
0;1,10,011100,01011,1111
0;111,010,00100,00110,0,0,1,01101,1111
1;11000,011
1;110,100,101110
0;00,11,1,11100,0,01,010,00011
0;11,010110,100,1010011,1,000,01,0
0;001,00,10101,1,1011111,1011111,001
0;1,00001,0000,01,1,00011,000,010001
1;010110
0;11001,101111,0,0,0,0100,0,10010,1010
1;0011
0;011010,0101001,11,11010,1,100101,10,10
0;01111,101,1,1
0;10,1010,1,00110,01,111000,111010
0;1,11,01110,1,0,0,0000000,0101101
0;10,1001101,001,111,10,1001,01,00000,0000,1110
1;1100
1;110110
0;101101,1010011,101,00,1110110,10110,1,111
1;0111010,0001101,11,010000
0;10,00001,0,0101
0;0110100,110111,100,0010001,010,1000000,01
0;110001,1,00,0001,0101010,1111101
0;111,10010,011001,1000011,0011,10,01001,0000,001001
0;000,000000,11,0,1111,0001000,00,011,1110100,001011
1;01001,111001
1;110101
0;01,111,11001,10101,0,0101,0100,1011111
0;0110,100,11001,111001,0110,1010,00,11
1;000,1001
1;11001,10,00,0101110
0;1010001,00,000,111,100011,001,11,000100,101
0;11,1,0,10001,0010
0;1001,01110,1010,01100,010,1
1;11011,001100,10111
1;0011,1101010,0010100,1
0;100,110,1100,1,01100,1,01010,0010111,001000
0;01,10111,1,11011,11011,101110,1100,1111,011
0;10010,1000,01,0,011,1,010,0100010,00,00011
0;01,0000101,0
0;001,0,110,0101,001010,001011
0;1,001011,1011111,0,111110,000,100001,00001,00,110
1;1010010,10100,11110,0000100
1;011101,11001
1;00,11
0;011010,111111,10,1100,1,1001111
0;011,0011,1010100,01,10011,011,0,01101,1,111100
1;001010,00010,100011,1000011,11010,110101,0001001,11
1;1
0;01,001,110110,0101,10,000,10010,01011,00011,1
1;101011,0011,0010
0;10,011101,0110,0,001111,1000110,000
0;001,01,0011,01,10
1;010010,10100
0;10011,10010,1010,001,01001,0,010011,000100,10
0;1000,110,1,0101011,00100,11010,0001100,11,000
0;011111,0110,100100,110,10,0011111,00101,1
0;1100111,11,1
1;1,000001
1;011111,01000,0011010,000000
0;101111,01,0101,0
1;010010,10,01101,111000,0000000,001,110010
0;01,00110,1,10,010001
1;1001,0111
0;1000110,101,1,00,01101,10001,0,01000,10,101010
1;1100000
0;10100,10,000,0001,11100,0100,11010
0;001,1,0,10
1;0010110,00101,10001,110100,100
0;100111,1100100,01,10001,11100,000001,0101,01011,11001
0;0,1011,0101001,01010,11000,101,0000,1011001,011
1;1
1;1,1,110101,001
0;00011,1000001,01000,1111101,01,01111,0,1011110
1;0000
0;0111,10,0001,100,010,1,100,1101101,01110,111100
0;0,00011,10,0110011,0,00
1;01
1;0000,010101
1;01001,0001
1;0101,001,010,000101
0;0,0,0100,0000
1;11100,01,01000
1;0100
0;00,11010,100010,100,0,0,10110,000
1;110100
1;11,1001,1101100,11,01110,001,01011
0;0,1,110,100,1,0011011
0;1100101,1,011101,10001,01,11001,00,1
1;0
1;0111110,1,1,101100
1;11011
0;10111,1011,10111,0011,00,1,0100,0,11
0;1001,111011,00,10000,0,0,0101111,0100010
1;0000001,00010,01001,1101110,0110,0011011,01101,00
0;101000,11,0,00,01101
1;1
0;1,001,011001,1010100,1100000,1101110,0000,1,010,10
0;10110,1111100,1110010,000101,0101110,0,0010001,0101,0,101
1;11,001001,011,011001,00
1;010010,010111,01
1;01,101000,11,1010
0;10011,00101,11,000111,11,01,1000001,001,00
0;010,011010,010,0111,0,00,11,10
